origin,dest,count,time
1086,1322,9000,2020/3/27
1322,1132,1100,2020/3/27
1322,1038,3700,2020/3/27
1322,1154,3100,2020/3/27
1322,1086,3600,2020/3/27
1322,1088,20900,2020/3/27
1322,1035,400,2020/3/27
1088,1322,22500,2020/3/27
1035,1322,10,2020/3/27
1290,1322,100,2020/3/27
1069,1322,9000,2020/3/27
1020,1322,100,2020/3/27
1084,1322,27500,2020/3/27
1322,1290,700,2020/3/27
1322,1069,4900,2020/3/27
1322,1020,1300,2020/3/27
1322,1084,7800,2020/3/27
1102,1322,200,2020/3/27
1212,1322,23200,2020/3/27
1123,1322,1500,2020/3/27
1231,1322,42500,2020/3/27
1322,1102,1900,2020/3/27
1322,1212,4900,2020/3/27
1322,1123,1900,2020/3/27
1322,1231,5700,2020/3/27
1322,1246,2400,2020/3/27
1246,1322,300,2020/3/27
1001,1322,10,2020/3/27
1308,1322,1600,2020/3/27
1278,1322,50,2020/3/27
1322,1001,10,2020/3/27
1322,1308,1900,2020/3/27
1322,1278,500,2020/3/27
1322,1227,500,2020/3/27
1227,1322,50,2020/3/27
1348,1322,50,2020/3/27
1161,1322,300,2020/3/27
1236,1322,204700,2020/3/27
1129,1322,100,2020/3/27
1322,1161,1200,2020/3/27
1322,1236,26200,2020/3/27
1322,1129,400,2020/3/27
1205,1322,200,2020/3/27
1168,1322,2100,2020/3/27
1066,1322,46100,2020/3/27
1113,1322,13800,2020/3/27
1149,1322,100,2020/3/27
1114,1322,5200,2020/3/27
1322,1205,600,2020/3/27
1322,1168,600,2020/3/27
1322,1066,3800,2020/3/27
1322,1113,5200,2020/3/27
1322,1149,1600,2020/3/27
1322,1114,4000,2020/3/27
1062,1322,400,2020/3/27
1230,1322,500,2020/3/27
1201,1322,12800,2020/3/27
1322,1062,2300,2020/3/27
1322,1230,1400,2020/3/27
1322,1201,2600,2020/3/27
1003,1322,1300,2020/3/27
1296,1322,600,2020/3/27
1063,1322,105500,2020/3/27
1322,1003,1200,2020/3/27
1322,1296,2000,2020/3/27
1322,1063,17700,2020/3/27
1322,1009,3200,2020/3/27
1322,1210,10,2020/3/27
1009,1322,800,2020/3/27
1210,1322,1000,2020/3/27
1211,1322,100,2020/3/27
1041,1322,3500,2020/3/27
1030,1322,700,2020/3/27
1322,1211,700,2020/3/27
1322,1041,4300,2020/3/27
1322,1030,900,2020/3/27
1322,1329,100,2020/3/27
1329,1322,50,2020/3/27
1243,1322,800,2020/3/27
1326,1322,10,2020/3/27
1018,1322,4000,2020/3/27
1148,1322,800,2020/3/27
1322,1243,1700,2020/3/27
1322,1326,300,2020/3/27
1322,1018,2000,2020/3/27
1322,1148,1200,2020/3/27
1322,1050,6200,2020/3/27
1050,1322,2900,2020/3/27
1191,1322,100,2020/3/27
1011,1322,40700,2020/3/27
1163,1322,1200,2020/3/27
1283,1322,6200,2020/3/27
1322,1191,700,2020/3/27
1322,1011,29900,2020/3/27
1322,1163,4200,2020/3/27
1322,1283,2300,2020/3/27
1322,1273,1300,2020/3/27
1273,1322,100,2020/3/27
1162,1322,1500,2020/3/27
1091,1322,9300,2020/3/27
1322,1162,2600,2020/3/27
1322,1091,3800,2020/3/27
1322,1054,900,2020/3/27
1322,1075,1800,2020/3/27
1054,1322,1200,2020/3/27
1075,1322,1300,2020/3/27
1179,1322,500,2020/3/27
1010,1322,100,2020/3/27
1340,1322,10,2020/3/27
1293,1322,300,2020/3/27
1335,1322,10,2020/3/27
1117,1322,269100,2020/3/27
1322,1179,600,2020/3/27
1322,1010,1100,2020/3/27
1322,1293,1400,2020/3/27
1322,1335,200,2020/3/27
1322,1117,6900,2020/3/27
1322,1255,1000,2020/3/27
1255,1322,500,2020/3/27
1083,1322,100,2020/3/27
1322,1083,400,2020/3/27
1275,1322,800,2020/3/27
1112,1322,10,2020/3/27
1022,1322,10,2020/3/27
1036,1322,3600,2020/3/27
1028,1322,1300,2020/3/27
1322,1275,10,2020/3/27
1322,1022,300,2020/3/27
1322,1036,3400,2020/3/27
1322,1028,2800,2020/3/27
1322,1213,300,2020/3/27
1213,1322,100,2020/3/27
1126,1322,50,2020/3/27
1215,1322,23600,2020/3/27
1261,1322,200,2020/3/27
1322,1215,12700,2020/3/27
1322,1261,1400,2020/3/27
1322,1207,1200,2020/3/27
1207,1322,800,2020/3/27
1322,1141,1000,2020/3/27
1141,1322,400,2020/3/27
1238,1322,41100,2020/3/27
1017,1322,4400,2020/3/27
1189,1322,15400,2020/3/27
1252,1322,100,2020/3/27
1322,1238,5000,2020/3/27
1322,1017,3800,2020/3/27
1322,1189,2100,2020/3/27
1322,1252,900,2020/3/27
1322,1042,2700,2020/3/27
1042,1322,500,2020/3/27
1317,1322,26600,2020/3/27
1322,1317,5500,2020/3/27
1347,1322,10,2020/3/27
1040,1322,600,2020/3/27
1106,1322,83500,2020/3/27
1116,1322,31700,2020/3/27
1322,1040,1700,2020/3/27
1322,1106,14700,2020/3/27
1322,1116,4800,2020/3/27
1322,1320,2200,2020/3/27
1322,1188,1200,2020/3/27
1320,1322,11600,2020/3/27
1188,1322,200,2020/3/27
1177,1322,50,2020/3/27
1073,1322,500,2020/3/27
1322,1177,1000,2020/3/27
1322,1073,900,2020/3/27
1322,1101,4900,2020/3/27
1322,1224,10,2020/3/27
1101,1322,1300,2020/3/27
1224,1322,1500,2020/3/27
1228,1322,100,2020/3/27
1204,1322,200,2020/3/27
1001,1322,10,2020/3/27
1171,1322,50,2020/3/27
1144,1322,6100,2020/3/27
1322,1228,500,2020/3/27
1322,1204,1100,2020/3/27
1322,1171,900,2020/3/27
1322,1144,4500,2020/3/27
1322,1007,1200,2020/3/27
1322,1081,10000,2020/3/27
1322,1203,7900,2020/3/27
1007,1322,100,2020/3/27
1081,1322,17000,2020/3/27
1203,1322,8300,2020/3/27
1135,1322,500,2020/3/27
1315,1322,1100,2020/3/27
1322,1135,1700,2020/3/27
1322,1315,2800,2020/3/27
1322,1225,700,2020/3/27
1322,1249,300,2020/3/27
1225,1322,200,2020/3/27
1249,1322,50,2020/3/27
1222,1322,50,2020/3/27
1006,1322,58500,2020/3/27
1322,1222,900,2020/3/27
1322,1006,15400,2020/3/27
1322,1336,50,2020/3/27
1322,1208,1800,2020/3/27
1336,1322,10,2020/3/27
1208,1322,300,2020/3/27
1159,1322,300,2020/3/27
1322,1159,400,2020/3/27
1322,1334,50,2020/3/27
1322,1242,1200,2020/3/27
1334,1322,10,2020/3/27
1242,1322,100,2020/3/27
1256,1322,700,2020/3/27
1322,1256,2200,2020/3/27
1322,1096,3700,2020/3/27
1096,1322,7100,2020/3/27
1325,1322,10,2020/3/27
1019,1322,12200,2020/3/27
1322,1325,200,2020/3/27
1322,1019,5600,2020/3/27
1322,1137,2000,2020/3/27
1137,1322,1900,2020/3/27
1056,1322,4500,2020/3/27
1167,1322,4000,2020/3/27
1322,1056,2600,2020/3/27
1322,1167,1800,2020/3/27
1322,1173,1800,2020/3/27
1173,1322,200,2020/3/27
1064,1322,50,2020/3/27
1065,1322,8200,2020/3/27
1220,1322,3700,2020/3/27
1223,1322,500,2020/3/27
1322,1065,2600,2020/3/27
1322,1220,3400,2020/3/27
1322,1223,1300,2020/3/27
1322,1021,2600,2020/3/27
1322,1125,2100,2020/3/27
1322,1095,13100,2020/3/27
1021,1322,4400,2020/3/27
1125,1322,1300,2020/3/27
1095,1322,32400,2020/3/27
1110,1322,10,2020/3/27
1267,1322,46600,2020/3/27
1322,1110,500,2020/3/27
1322,1267,9600,2020/3/27
1322,1127,11100,2020/3/27
1127,1322,8000,2020/3/27
1023,1322,800,2020/3/27
1322,1023,1600,2020/3/27
1322,1092,2600,2020/3/27
1322,1276,1200,2020/3/27
1092,1322,3600,2020/3/27
1276,1322,1300,2020/3/27
1280,1322,100,2020/3/27
1322,1280,900,2020/3/27
1138,1322,50,2020/3/27
1322,1138,10,2020/3/27
1322,1034,2700,2020/3/27
1322,1025,1000,2020/3/27
1034,1322,4000,2020/3/27
1025,1322,1700,2020/3/27
1257,1322,900,2020/3/27
1322,1257,2100,2020/3/27
1322,1049,500,2020/3/27
1322,1345,200,2020/3/27
1049,1322,50,2020/3/27
1345,1322,10,2020/3/27
1291,1322,50,2020/3/27
1346,1322,10,2020/3/27
1331,1322,50,2020/3/27
1044,1322,6200,2020/3/27
1322,1331,400,2020/3/27
1322,1044,3000,2020/3/27
1322,1298,800,2020/3/27
1298,1322,400,2020/3/27
1155,1322,100,2020/3/28
1236,1322,188900,2020/3/28
1308,1322,1300,2020/3/28
1234,1322,2300,2020/3/28
1217,1322,8600,2020/3/28
1322,1155,600,2020/3/28
1322,1236,23700,2020/3/28
1322,1308,1900,2020/3/28
1322,1234,3900,2020/3/28
1322,1217,1900,2020/3/28
1029,1322,3000,2020/3/28
1265,1322,2600,2020/3/28
1109,1322,6100,2020/3/28
1200,1322,134400,2020/3/28
1157,1322,5300,2020/3/28
1322,1029,1600,2020/3/28
1322,1265,2300,2020/3/28
1322,1109,2000,2020/3/28
1322,1200,24800,2020/3/28
1322,1157,1700,2020/3/28
1206,1322,1400,2020/3/28
1303,1322,200,2020/3/28
1045,1322,100,2020/3/28
1084,1322,24400,2020/3/28
1151,1322,1900,2020/3/28
1297,1322,4900,2020/3/28
1322,1206,900,2020/3/28
1322,1303,1500,2020/3/28
1322,1045,100,2020/3/28
1322,1084,7500,2020/3/28
1322,1151,3600,2020/3/28
1322,1297,1500,2020/3/28
1051,1322,600,2020/3/28
1178,1322,400,2020/3/28
1129,1322,100,2020/3/28
1309,1322,2500,2020/3/28
1322,1051,800,2020/3/28
1322,1178,800,2020/3/28
1322,1129,300,2020/3/28
1322,1309,1400,2020/3/28
1322,1165,600,2020/3/28
1165,1322,100,2020/3/28
1022,1322,50,2020/3/28
1216,1322,12800,2020/3/28
1322,1022,300,2020/3/28
1322,1216,3300,2020/3/28
1189,1322,14100,2020/3/28
1322,1189,2000,2020/3/28
1322,1147,1700,2020/3/28
1147,1322,200,2020/3/28
1264,1322,200,2020/3/28
1348,1322,50,2020/3/28
1322,1264,600,2020/3/28
1322,1279,5900,2020/3/28
1322,1249,300,2020/3/28
1279,1322,16000,2020/3/28
1249,1322,100,2020/3/28
1352,1322,10,2020/3/28
1192,1322,14000,2020/3/28
1148,1322,800,2020/3/28
1322,1192,6100,2020/3/28
1322,1148,1200,2020/3/28
1322,1188,1000,2020/3/28
1322,1050,5900,2020/3/28
1188,1322,200,2020/3/28
1050,1322,4300,2020/3/28
1039,1322,800,2020/3/28
1214,1322,300,2020/3/28
1230,1322,500,2020/3/28
1091,1322,9200,2020/3/28
1037,1322,10200,2020/3/28
1115,1322,26900,2020/3/28
1160,1322,17300,2020/3/28
1322,1039,1500,2020/3/28
1322,1214,1800,2020/3/28
1322,1230,1300,2020/3/28
1322,1091,3900,2020/3/28
1322,1037,2700,2020/3/28
1322,1115,11800,2020/3/28
1322,1160,2900,2020/3/28
1322,1131,3100,2020/3/28
1322,1140,1900,2020/3/28
1131,1322,5600,2020/3/28
1140,1322,1800,2020/3/28
1097,1322,124400,2020/3/28
1251,1322,900,2020/3/28
1108,1322,4300,2020/3/28
1318,1322,1700,2020/3/28
1327,1322,10,2020/3/28
1202,1322,400,2020/3/28
1059,1322,100,2020/3/28
1322,1097,33700,2020/3/28
1322,1251,1100,2020/3/28
1322,1108,2300,2020/3/28
1322,1318,2200,2020/3/28
1322,1327,200,2020/3/28
1322,1202,2000,2020/3/28
1322,1059,1000,2020/3/28
1322,1284,800,2020/3/28
1284,1322,200,2020/3/28
1079,1322,600,2020/3/28
1175,1322,100,2020/3/28
1128,1322,800,2020/3/28
1194,1322,29800,2020/3/28
1322,1079,400,2020/3/28
1322,1175,600,2020/3/28
1322,1128,1000,2020/3/28
1322,1194,2200,2020/3/28
1322,1272,3300,2020/3/28
1322,1101,4800,2020/3/28
1322,1324,50,2020/3/28
1272,1322,2100,2020/3/28
1101,1322,900,2020/3/28
1322,1288,2800,2020/3/28
1322,1285,1900,2020/3/28
1288,1322,1600,2020/3/28
1285,1322,100,2020/3/28
1032,1322,300,2020/3/28
1322,1032,1600,2020/3/28
1322,1120,800,2020/3/28
1322,1328,100,2020/3/28
1322,1207,1100,2020/3/28
1322,1209,200,2020/3/28
1120,1322,50,2020/3/28
1328,1322,10,2020/3/28
1207,1322,1100,2020/3/28
1209,1322,10,2020/3/28
1010,1322,100,2020/3/28
1191,1322,200,2020/3/28
1013,1322,3700,2020/3/28
1322,1010,1000,2020/3/28
1322,1191,700,2020/3/28
1322,1013,6000,2020/3/28
1003,1322,1200,2020/3/28
1304,1322,6800,2020/3/28
1322,1003,1200,2020/3/28
1322,1304,2900,2020/3/28
1107,1322,200,2020/3/28
1168,1322,1800,2020/3/28
1260,1322,1000,2020/3/28
1183,1322,1000,2020/3/28
1322,1107,700,2020/3/28
1322,1168,600,2020/3/28
1322,1260,1600,2020/3/28
1322,1183,1700,2020/3/28
1322,1007,1100,2020/3/28
1007,1322,100,2020/3/28
1179,1322,600,2020/3/28
1008,1322,1700,2020/3/28
1322,1179,700,2020/3/28
1322,1008,1000,2020/3/28
1156,1322,200,2020/3/28
1080,1322,300,2020/3/28
1094,1322,2300,2020/3/28
1267,1322,40400,2020/3/28
1322,1156,1300,2020/3/28
1322,1080,900,2020/3/28
1322,1094,2900,2020/3/28
1322,1267,9400,2020/3/28
1322,1014,1500,2020/3/28
1014,1322,200,2020/3/28
1286,1322,5000,2020/3/28
1170,1322,900,2020/3/28
1040,1322,600,2020/3/28
1171,1322,100,2020/3/28
1322,1286,1800,2020/3/28
1322,1170,1700,2020/3/28
1322,1040,1700,2020/3/28
1322,1171,1000,2020/3/28
1322,1305,2000,2020/3/28
1305,1322,1900,2020/3/28
1343,1322,10,2020/3/28
1253,1322,50,2020/3/28
1083,1322,100,2020/3/28
1322,1253,1300,2020/3/28
1322,1083,400,2020/3/28
1322,1048,10,2020/3/28
1322,1221,5600,2020/3/28
1221,1322,3700,2020/3/28
1322,1049,500,2020/3/28
1322,1092,2800,2020/3/28
1322,1316,900,2020/3/28
1049,1322,50,2020/3/28
1092,1322,3400,2020/3/28
1316,1322,100,2020/3/28
1062,1322,300,2020/3/28
1154,1322,2300,2020/3/28
1322,1062,2100,2020/3/28
1322,1154,3200,2020/3/28
1322,1127,10400,2020/3/28
1127,1322,8100,2020/3/28
1353,1322,10,2020/3/28
1193,1322,32700,2020/3/28
1030,1322,800,2020/3/28
1262,1322,4700,2020/3/28
1322,1193,11000,2020/3/28
1322,1030,900,2020/3/28
1322,1262,1400,2020/3/28
1322,1338,50,2020/3/28
1338,1322,10,2020/3/28
1077,1322,5200,2020/3/28
1322,1077,2700,2020/3/28
1322,1247,1600,2020/3/28
1247,1322,400,2020/3/28
1119,1322,700,2020/3/28
1322,1119,1500,2020/3/28
1274,1322,10,2020/3/28
1123,1322,1400,2020/3/28
1016,1322,15100,2020/3/28
1322,1274,300,2020/3/28
1322,1123,1600,2020/3/28
1322,1016,8600,2020/3/28
1106,1322,61200,2020/3/28
1322,1106,14700,2020/3/28
1012,1322,1000,2020/3/28
1118,1322,2100,2020/3/28
1233,1322,100,2020/3/28
1090,1322,1000,2020/3/28
1074,1322,1200,2020/3/28
1322,1012,1600,2020/3/28
1322,1118,1800,2020/3/28
1322,1233,700,2020/3/28
1322,1090,2200,2020/3/28
1322,1074,800,2020/3/28
1177,1322,100,2020/3/28
1176,1322,36100,2020/3/28
1184,1322,3300,2020/3/28
1322,1177,1000,2020/3/28
1322,1176,9000,2020/3/28
1322,1184,2100,2020/3/28
1322,1015,1600,2020/3/28
1015,1322,200,2020/3/28
1243,1322,1200,2020/3/28
1317,1322,22600,2020/3/28
1322,1243,1600,2020/3/28
1322,1317,5100,2020/3/28
1322,1273,1300,2020/3/28
1273,1322,300,2020/3/28
1280,1322,200,2020/3/28
1322,1280,900,2020/3/28
1322,1320,2300,2020/3/28
1322,1210,10,2020/3/28
1322,1235,600,2020/3/28
1320,1322,4300,2020/3/28
1210,1322,700,2020/3/28
1235,1322,50,2020/3/28
1011,1322,34800,2020/3/28
1098,1322,300,2020/3/28
1056,1322,5600,2020/3/28
1102,1322,100,2020/3/28
1073,1322,600,2020/3/28
1322,1011,25700,2020/3/28
1322,1098,2000,2020/3/28
1322,1056,2400,2020/3/28
1322,1102,1900,2020/3/28
1322,1073,900,2020/3/28
1322,1311,1200,2020/3/28
1311,1322,400,2020/3/28
1275,1322,700,2020/3/28
1248,1322,10,2020/3/28
1201,1322,9600,2020/3/28
1100,1322,14200,2020/3/28
1322,1275,10,2020/3/28
1322,1248,100,2020/3/28
1322,1201,2600,2020/3/28
1322,1100,2600,2020/3/28
1322,1053,800,2020/3/28
1053,1322,200,2020/3/28
1181,1322,100,2020/3/28
1086,1322,7600,2020/3/28
1322,1181,700,2020/3/28
1322,1086,3300,2020/3/28
1322,1213,300,2020/3/28
1213,1322,200,2020/3/28
1061,1322,100,2020/3/28
1346,1322,10,2020/3/28
1076,1322,3800,2020/3/28
1169,1322,5200,2020/3/28
1116,1322,27200,2020/3/28
1322,1061,1200,2020/3/28
1322,1076,3400,2020/3/28
1322,1169,4100,2020/3/28
1322,1116,4700,2020/3/28
1322,1341,200,2020/3/28
1322,1332,100,2020/3/28
1341,1322,10,2020/3/28
1332,1322,50,2020/3/28
1322,1336,50,2020/3/28
1322,1186,10,2020/3/28
1336,1322,10,2020/3/28
1186,1322,1000,2020/3/28
1057,1322,400,2020/3/28
1322,1057,1600,2020/3/28
1301,1322,5000,2020/3/28
1244,1322,20700,2020/3/28
1322,1301,2300,2020/3/28
1322,1244,5500,2020/3/28
1322,1198,1800,2020/3/28
1322,1054,900,2020/3/28
1198,1322,1000,2020/3/28
1054,1322,600,2020/3/28
1290,1322,50,2020/3/28
1340,1322,10,2020/3/28
1215,1322,13800,2020/3/28
1283,1322,5500,2020/3/28
1322,1290,600,2020/3/28
1322,1215,10500,2020/3/28
1322,1283,2000,2020/3/28
1322,1342,600,2020/3/28
1342,1322,100,2020/3/28
1055,1322,200,2020/3/28
1281,1322,200,2020/3/28
1322,1055,1200,2020/3/28
1322,1281,1400,2020/3/28
1322,1187,600,2020/3/28
1322,1226,1100,2020/3/28
1187,1322,50,2020/3/28
1226,1322,200,2020/3/28
1277,1322,1400,2020/3/28
1058,1322,20700,2020/3/28
1319,1322,200,2020/3/28
1315,1322,4200,2020/3/28
1322,1277,5200,2020/3/28
1322,1058,4700,2020/3/28
1322,1319,1200,2020/3/28
1322,1315,2700,2020/3/28
1322,1268,600,2020/3/28
1268,1322,400,2020/3/28
1258,1322,300,2020/3/28
1220,1322,4200,2020/3/28
1322,1258,1900,2020/3/28
1322,1220,3100,2020/3/28
1322,1095,11800,2020/3/28
1095,1322,30200,2020/3/28
1174,1322,50,2020/3/28
1163,1322,1200,2020/3/28
1322,1174,10,2020/3/28
1322,1163,3900,2020/3/28
1322,1031,1200,2020/3/28
1031,1322,200,2020/3/28
1001,1322,10,2020/3/28
1252,1322,100,2020/3/28
1322,1252,1000,2020/3/28
1322,1060,1900,2020/3/28
1060,1322,1100,2020/3/28
1205,1322,300,2020/3/28
1124,1322,39300,2020/3/28
1223,1322,600,2020/3/28
1322,1205,600,2020/3/28
1322,1124,9600,2020/3/28
1322,1223,1300,2020/3/28
1294,1322,200,2020/3/28
1351,1322,10,2020/3/28
1111,1322,1300,2020/3/28
1322,1351,10,2020/3/28
1322,1111,3300,2020/3/28
1322,1255,1000,2020/3/28
1255,1322,300,2020/3/28
1219,1322,300,2020/3/28
1134,1322,6500,2020/3/28
1172,1322,11000,2020/3/28
1117,1322,257400,2020/3/28
1322,1219,1300,2020/3/28
1322,1134,2900,2020/3/28
1322,1172,7400,2020/3/28
1322,1117,6700,2020/3/28
1322,1203,6900,2020/3/28
1203,1322,5900,2020/3/28
1340,1322,10,2020/3/28
1287,1322,10,2020/3/28
1282,1322,7800,2020/3/28
1322,1287,100,2020/3/28
1322,1282,2700,2020/3/28
1322,1225,700,2020/3/28
1322,1345,200,2020/3/28
1225,1322,400,2020/3/28
1345,1322,10,2020/3/28
1312,1322,100,2020/3/28
1197,1322,3800,2020/3/28
1278,1322,50,2020/3/28
1322,1312,600,2020/3/28
1322,1197,1400,2020/3/28
1322,1278,500,2020/3/28
1322,1337,10,2020/3/28
1322,1196,500,2020/3/28
1337,1322,10,2020/3/28
1196,1322,100,2020/3/28
1164,1322,5900,2020/3/28
1002,1322,800,2020/3/28
1322,1164,6100,2020/3/28
1322,1002,2100,2020/3/28
1322,1329,100,2020/3/28
1329,1322,10,2020/3/28
1349,1322,10,2020/3/28
1159,1322,200,2020/3/28
1136,1322,1000,2020/3/28
1322,1159,300,2020/3/28
1322,1136,2300,2020/3/28
1322,1121,500,2020/3/28
1322,1034,2700,2020/3/28
1322,1035,400,2020/3/28
1121,1322,50,2020/3/28
1034,1322,3600,2020/3/28
1035,1322,50,2020/3/28
1313,1322,10,2020/3/28
1322,1313,200,2020/3/28
1322,1130,3000,2020/3/28
1322,1227,500,2020/3/28
1130,1322,500,2020/3/28
1227,1322,50,2020/3/28
1289,1322,200,2020/3/28
1238,1322,34100,2020/3/28
1067,1322,10,2020/3/28
1322,1289,800,2020/3/28
1322,1238,4900,2020/3/28
1322,1067,200,2020/3/28
1347,1322,10,2020/3/28
1103,1322,3600,2020/3/28
1239,1322,1100,2020/3/28
1322,1103,2300,2020/3/28
1322,1239,2500,2020/3/28
1322,1173,1700,2020/3/28
1322,1208,1800,2020/3/28
1322,1224,10,2020/3/28
1173,1322,300,2020/3/28
1208,1322,600,2020/3/28
1224,1322,1300,2020/3/28
1104,1322,8600,2020/3/28
1033,1322,100,2020/3/28
1322,1104,7000,2020/3/28
1322,1033,400,2020/3/28
1322,1146,200,2020/3/28
1146,1322,10,2020/3/28
1250,1322,10,2020/3/28
1302,1322,1900,2020/3/28
1271,1322,50,2020/3/28
1162,1322,1000,2020/3/28
1254,1322,8800,2020/3/28
1070,1322,7000,2020/3/28
1322,1250,200,2020/3/28
1322,1302,1600,2020/3/28
1322,1162,2600,2020/3/28
1322,1254,3100,2020/3/28
1322,1070,4400,2020/3/28
1322,1195,2500,2020/3/28
1322,1185,400,2020/3/28
1195,1322,1300,2020/3/28
1185,1322,50,2020/3/28
1322,1245,1200,2020/3/28
1245,1322,200,2020/3/28
1331,1322,50,2020/3/28
1322,1331,400,2020/3/28
1082,1322,100,2020/3/28
1291,1322,10,2020/3/28
1322,1082,500,2020/3/28
1322,1241,7800,2020/3/28
1241,1322,41900,2020/3/28
1330,1322,50,2020/3/28
1293,1322,300,2020/3/28
1087,1322,2100,2020/3/28
1322,1330,300,2020/3/28
1322,1293,1400,2020/3/28
1322,1087,2500,2020/3/28
1322,1240,1000,2020/3/28
1322,1242,1100,2020/3/28
1322,1043,700,2020/3/28
1240,1322,100,2020/3/28
1242,1322,100,2020/3/28
1043,1322,100,2020/3/28
1112,1322,10,2020/3/28
1020,1322,100,2020/3/28
1149,1322,200,2020/3/28
1322,1020,1400,2020/3/28
1322,1149,1500,2020/3/28
1322,1295,1000,2020/3/28
1295,1322,200,2020/3/28
1270,1322,100,2020/3/28
1099,1322,200,2020/3/28
1322,1270,10,2020/3/28
1322,1099,1200,2020/3/28
1322,1263,10,2020/3/28
1263,1322,600,2020/3/28
1153,1322,10,2020/3/28
1114,1322,3400,2020/3/28
1322,1114,3800,2020/3/28
1322,1088,19600,2020/3/28
1088,1322,22200,2020/3/28
1325,1322,10,2020/3/28
1299,1322,300,2020/3/28
1093,1322,100,2020/3/28
1132,1322,50,2020/3/28
1139,1322,200,2020/3/28
1231,1322,35300,2020/3/28
1322,1325,200,2020/3/28
1322,1299,1500,2020/3/28
1322,1093,1400,2020/3/28
1322,1132,1000,2020/3/28
1322,1139,1100,2020/3/28
1322,1231,5600,2020/3/28
1322,1334,50,2020/3/28
1334,1322,10,2020/3/28
1306,1322,50,2020/3/28
1089,1322,1500,2020/3/28
1322,1306,500,2020/3/28
1322,1089,2100,2020/3/28
1269,1322,50,2020/3/28
1307,1322,11600,2020/3/28
1314,1322,50,2020/3/28
1322,1307,2800,2020/3/28
1322,1314,900,2020/3/28
1266,1322,900,2020/3/28
1322,1266,2300,2020/3/28
1218,1322,200,2020/3/28
1167,1322,3900,2020/3/28
1044,1322,5400,2020/3/28
1150,1322,20100,2020/3/28
1322,1218,800,2020/3/28
1322,1167,1900,2020/3/28
1322,1044,2800,2020/3/28
1322,1150,6200,2020/3/28
1261,1322,200,2020/3/28
1113,1322,10500,2020/3/28
1041,1322,2700,2020/3/28
1322,1261,1500,2020/3/28
1322,1113,5300,2020/3/28
1322,1041,4200,2020/3/28
1064,1322,50,2020/3/28
1068,1322,2100,2020/3/28
1135,1322,500,2020/3/28
1322,1068,2000,2020/3/28
1322,1135,1600,2020/3/28
1322,1047,300,2020/3/28
1322,1298,700,2020/3/28
1322,1190,1000,2020/3/28
1047,1322,10,2020/3/28
1298,1322,200,2020/3/28
1190,1322,100,2020/3/28
1066,1322,38700,2020/3/28
1085,1322,1900,2020/3/28
1322,1066,3800,2020/3/28
1322,1085,2700,2020/3/28
1322,1042,2600,2020/3/28
1042,1322,400,2020/3/28
1326,1322,10,2020/3/28
1133,1322,12500,2020/3/28
1322,1326,300,2020/3/28
1322,1133,6200,2020/3/28
1322,1078,1500,2020/3/28
1322,1141,900,2020/3/28
1078,1322,700,2020/3/28
1141,1322,400,2020/3/28
1222,1322,50,2020/3/28
1036,1322,3900,2020/3/28
1322,1222,800,2020/3/28
1322,1036,3400,2020/3/28
1322,1075,1700,2020/3/28
1322,1321,1100,2020/3/28
1075,1322,1100,2020/3/28
1321,1322,400,2020/3/28
1211,1322,200,2020/3/28
1161,1322,200,2020/3/28
1072,1322,2100,2020/3/28
1322,1211,700,2020/3/28
1322,1161,1200,2020/3/28
1322,1072,3700,2020/3/28
1322,1323,50,2020/3/28
1323,1322,50,2020/3/28
1237,1322,100,2020/3/28
1052,1322,3000,2020/3/28
1145,1322,37700,2020/3/28
1322,1237,700,2020/3/28
1322,1052,1600,2020/3/28
1322,1145,5000,2020/3/28
1322,1199,300,2020/3/28
1199,1322,50,2020/3/28
1001,1322,10,2020/3/28
1126,1322,50,2020/3/28
1212,1322,20900,2020/3/28
1006,1322,54800,2020/3/28
1322,1001,10,2020/3/28
1322,1126,10,2020/3/28
1322,1212,4500,2020/3/28
1322,1006,14900,2020/3/28
1028,1322,1200,2020/3/28
1322,1028,2800,2020/3/28
1204,1322,100,2020/3/28
1300,1322,700,2020/3/28
1322,1204,900,2020/3/28
1322,1300,1000,2020/3/28
1322,1344,100,2020/3/28
1322,1339,50,2020/3/28
1344,1322,10,2020/3/28
1228,1322,50,2020/3/28
1065,1322,6600,2020/3/28
1292,1322,4300,2020/3/28
1259,1322,10,2020/3/28
1143,1322,12600,2020/3/28
1322,1228,500,2020/3/28
1322,1065,2200,2020/3/28
1322,1292,2500,2020/3/28
1322,1259,100,2020/3/28
1322,1143,4400,2020/3/28
1322,1137,1900,2020/3/28
1137,1322,1800,2020/3/28
1142,1322,37400,2020/3/28
1063,1322,86400,2020/3/28
1322,1142,9700,2020/3/28
1322,1063,16600,2020/3/28
1322,1246,2200,2020/3/28
1322,1166,1400,2020/3/28
1246,1322,300,2020/3/28
1166,1322,300,2020/3/28
1004,1322,50,2020/3/28
1005,1322,4500,2020/3/28
1144,1322,4600,2020/3/28
1322,1004,500,2020/3/28
1322,1005,2000,2020/3/28
1322,1144,4600,2020/3/28
1322,1025,900,2020/3/28
1025,1322,1300,2020/3/28
1158,1322,500,2020/3/28
1180,1322,200,2020/3/28
1105,1322,1400,2020/3/28
1322,1158,800,2020/3/28
1322,1180,1200,2020/3/28
1322,1105,3000,2020/3/28
1322,1046,2800,2020/3/28
